id,article_id,date,message,likes,dislikes,user_id,user_name,user_username,user_location,user_reputation,scraped_date
3092429719,65581670,2017-01-10T15:29:32+00:00,"Socanská, neschopnost a závist v plné nahotě!!!",0,0,190423885,Dirige Futurum,dirigefuturum,,1.376803,2017-01-11T04:08:31.365013+00:00
3092374079,65581670,2017-01-10T14:51:53+00:00,"Má to jeden háček.
Volíte si ho ve svobodných volbách. 
Viníkem jste sami.
Na tuplovanou myšlenkou nedomykavost velké části voličů žádný zákon nepomůže.
Leda volební zákon, který by umožnil volit jen osobám s IQ větším než 110.",0,0,30123009,Antonin_Konecny,Antonin_Konecny,,3.253534,2017-01-11T04:08:31.365013+00:00
3092368932,65581670,2017-01-10T14:48:14+00:00,"V premisách máš celkem pravdu.
1. Kobliha je lepší jak nic.
2. Babiš je velmi chytrý.
Akorát závěr, který vyvozuješ, je ukrutně pomýlený. Stejně jako velká část voličů v ČR.",0,0,30123009,Antonin_Konecny,Antonin_Konecny,,3.253534,2017-01-11T04:08:31.365013+00:00
3092348344,65581670,2017-01-10T14:35:26+00:00,"Bárta se ABL zbavil? Jo, vlastně jo, převedl ji na bratra ;-)",1,0,32281575,Pepa25,Pepa25,,2.586029,2017-01-11T04:08:31.365013+00:00
3092343329,65581670,2017-01-10T14:31:52+00:00,Ten filtr je podivný proč tam nemůže být to zvíře na k zase někdo myslel jen na to jedno :-),0,0,237031485,Kecy01,kecy01,,1.247792,2017-01-11T04:08:31.365013+00:00
3092284482,65581670,2017-01-10T13:48:35+00:00,"Je to kousek dole, ale až teď po kontrole, která trvala více než hodinu a kterou nechápu.",0,0,30123009,Antonin_Konecny,Antonin_Konecny,,3.253534,2017-01-11T04:08:31.365013+00:00
3092276915,65581670,2017-01-10T13:42:27+00:00,"Ovce se nažere a kardinál zůstane celý.
A napoprvně?",0,0,237031485,Kecy01,kecy01,,1.247792,2017-01-11T04:08:31.365013+00:00
3092276199,65581670,2017-01-10T13:41:54+00:00,Ovce,0,0,237031485,Kecy01,kecy01,,1.247792,2017-01-11T04:08:31.365013+00:00
3092275049,65581670,2017-01-10T13:40:57+00:00,"Zas jenom komedie, proč jako politik se toho nezbaví jako musel Vít Bárta...  Jinde ve světe by nemohl být ve vládě a hrabat pod sebe.... A pak se zas může určit že tam bude figurovat atd.... Zase komedie jak to očůrat a vydrbat... Alespoň nám ukazuje jak se to má dělat, a pak si vzít z toho příklad...",1,0,228252766,Josef Dulský,josefdulsk,,1.725298,2017-01-11T04:08:31.365013+00:00
3092222756,65581670,2017-01-10T12:54:29+00:00,"""Pokud však vkladu bude předcházet férové ocenění, už samotné znalecké posudky a notářské zápisy budou v milionech korun,""- nesmysl, pokud do fondu vloží prázdnou firmu, která teprve poté nabyde veškeré ostatní firmy, bude notářský zápis za pár tisíc",0,0,220163256,Karel Malik,karelmalik,,1.232862,2017-01-11T04:08:31.365013+00:00
3092064606,65581670,2017-01-10T10:24:43+00:00,"Tak snad napotřetí se mi to povede propašovat cen.zurou?:
Ovce se nažerou a vlk zůstane celý.",0,0,30123009,Antonin_Konecny,Antonin_Konecny,,3.253534,2017-01-11T04:08:31.365013+00:00
